%Time	air T	T Winkler	T Boone
734523.0417	31.5	37.52	40.43
734523.0833	30.8	37.39	39.91
734523.125	29.8	37.34	39.69666667
734523.1667	30	37.33	39.79
734523.2083	29.9	37.38	39.9
734523.25	29.2	37.65	40.06
734523.2917	27.2	37.95	40.22
734523.3333	28.1	38.23	40.54
734523.375	31.4	38.51	40.86
734523.4167	34.1	38.83	41.23
734523.4583	34.8	39.21	41.61666667
734523.5	33.6	39.61	42.23888889
734523.5417	37.7	40.49	43.09666667
734523.5833	38.7	41.03	47.59
734523.625	37.8	41.5	47.25
734523.6667	37.3	41.72	47.27
734523.7083	37.1	41.88	47.1
734523.75	35.8	41.84	46.89
734523.7917	36	41.67	46.68
734523.8333	36.1	41.44	46.52
734523.875	36.1	41.25	46.38
734523.9167	36.1	41.05	45.94
734523.9583	35.3	40.88	44.89
734524	31.45737705	40.76	45.23
734524.0417	28.9	40.67	45.71
734524.0833	26.50000001	40.57	45.98
734524.125	26	40.56	46.14
734524.1667	24.4	40.52	46.17
734524.2083	23	40.5	46.12
734524.25	21.4	40.54	46.25
734524.2917	20.3	40.65	43.65
734524.3333	19.6	40.92	44.92
734524.375	19.4	41.06	45.35
734524.4167	20.3	41.26	45.69
734524.4583	21.4	41.73	45.93
734524.5	22.8	42.02	46.44
734524.5417	24.6	42.36	47.03
734524.5833	25.2	42.67	47.72
734524.625	26.1	42.97	48.01
734524.6667	25.6	43.09	48.22
734524.7083	23.10000001	43.23	48.29
734524.75	21.6	43.28	48.28
734524.7917	20.8	43.23	48.16
734524.8333	20.5	43.14	48.06
734524.875	20.3	43.01	48
734524.9167	20.3	42.9	47.93
734524.9583	20.2	42.73	47.71
734525	20.09672131	42.46	47.35
734525.0417	19.9	42.14	47.31
734525.0833	19.9	41.92	47.33
734525.125	20	41.85	47.21
734525.1667	20.1	41.79	47.18
734525.2083	20	41.77	47.01
734525.25	19.6	41.73	46.74
734525.2917	19.1	41.59	46.46
734525.3333	19.1	41.35	46.21
734525.375	21.1	41.1	46.07
734525.4167	22	40.96	46.27
734525.4583	27.79999998	40.96	46.63
734525.5	29.4	41.27	46.9
734525.5417	29.5	41.62	47.11
734525.5833	30.4	41.92	47.24
734525.625	29.3	42.35	49.17
734525.6667	30.3	42.87	47.51
734525.7083	27.10000001	43.01	47.06
734525.75	24.5	42.48	46.73
734525.7917	23.3	42.01	46.45
734525.8333	23.5	41.59	46.25
734525.875	23.5	41.23	46.1
734525.9167	22.5	40.91	46.22
734525.9583	20.9	40.73	45.94
734526	21.8	40.59	46
734526.0417	21.8	40.54	46.1
734526.0833	21.8	40.62	46.23
734526.125	21.5	40.74	46.16
734526.1667	21.7	40.82	46.09
734526.2083	21.5	40.81	46.01
734526.25	21.2	40.79	45.68
734526.2917	20.7	40.66	44.44
734526.3333	21.2	40.55	44.3
734526.375	23	40.56	42.91
734526.4167	27.4	40.8	42.6
734526.4583	29.19999999	41.05	44.11
734526.5	32.2	41.39	45.12
734526.5417	33.6	41.88	45.94
734526.5833	36.09999999	42.31	46.69
734526.625	36.3	42.65	47.32
734526.6667	34.9	42.78	47.51
734526.7083	33.4	42.99	47.52
734526.75	30.1	42.82	47.33
734526.7917	29.6	42.55	47.14
734526.8333	29.1	42.18	46.88
734526.875	27.4	41.74	46.7
734526.9167	25.8	41.35	46.58
734526.9583	24.3	41.09	46.49
734527	23.58196721	40.93	46.65
734527.0417	22.5	40.88	46.87
734527.0833	23	41.05	47.12
734527.125	23.7	41.41	47.11
734527.1667	24.4	41.53	46.86
734527.2083	25.6	41.56	46.65
734527.25	24.6	41.57	46.4
734527.2917	23.7	41.52	46.24
734527.3333	23.4	41.42	45.97
734527.375	24.8	41.28	45.99
734527.4167	28.5	41.19	46.72
734527.4583	29.7	41.14	47.62
734527.5	30	41.2	48.72
734527.5417	32.1	41.94	49.47
734527.5833	34.09999999	42.91	49.88
734527.625	34.7	43.8	49.72
734527.6667	36.9	44.45	48.78
734527.7083	33.90000001	44.7	47.84
734527.75	33	44.4	47.24
734527.7917	31.8	43.61	46.88
734527.8333	31.2	42.83	46.67
734527.875	31	42.23	46.46
734527.9167	30.9	41.77	46.19
734527.9583	30	41.37	45.9
734528	29.7704918	41.04	45.62
734528.0417	28	40.72	45.45
734528.0833	29.6	40.43	45.29
734528.125	25.6	40.27	45.41
734528.1667	26.3	40.18	45.26
734528.2083	27.3	40.02	45.18
734528.25	26.3	39.81	45.07
734528.2917	29.2	39.64	44.97
734528.3333	28	39.5	44.95
734528.375	34.8	39.4	45.12
734528.4167	41.1	39.41	46.04
734528.4583	46.59999998	39.55	47.49
734528.5	48.6	39.81	48.91
734528.5417	47.6	40.86	49.31
734528.5833	44.10000001	42.2	49.72
734528.625	43	43.4	50.05
734528.6667	42.1	44.33	49.54
734528.7083	40.7	44.77	48.9
734528.75	38.8	44.41	48.4
734528.7917	36.4	43.87	48.01
734528.8333	36.6	43.26	47.74
734528.875	35.9	42.74	47.53
734528.9167	36.5	42.34	47.48
734528.9583	36.5	42.1	47.53
734529	36.29180328	42.09	47.5
734529.0417	35.8	42.01	47.4
734529.0833	35.9	41.92	47.23
734529.125	35.8	41.81	46.98
734529.1667	36.4	41.62	46.96
734529.2083	37.1	41.53	47.13
734529.25	37.3	41.76	47.26
734529.2917	37.3	41.89	47.57
734529.3333	36.5	42.06	47.82
734529.375	35.5	42.42	48.26
734529.4167	34.9	42.88	48.95
734529.4583	36.1	43.64	49.56
734529.5	37.3	44.41	50.32
734529.5417	36.4	45.17	51.46
734529.5833	35.2	45.91	51.86
734529.625	33.7	46.79	51.94
734529.6667	32.3	47.25	51.8
734529.7083	32.7	47.43	51.43
734529.75	31.5	47.28	51
734529.7917	31	46.93	50.75
734529.8333	30.5	46.54	50.67
734529.875	30.6	46.2	50.99
734529.9167	29.2	45.99	51.04
734529.9583	28.4	45.9	50.99
734530	27.49016393	45.95	50.99
734530.0417	26.9	46.2	51.39
734530.0833	25.8	46.47	51.17
734530.125	25.5	46.51	51.27
734530.1667	24.6	46.42	50.63
734530.2083	24.3	46.03	50.33
734530.25	24.3	45.69	49.91
734530.2917	23.9	45.29	49.61
734530.3333	23.4	45.04	49.46
734530.375	23.9	44.86	49.37
734530.4167	28.1	44.77	49.19
734530.4583	30.99999999	44.77	49.53
734530.5	32.2	44.91	49.02
734530.5417	35.4	44.9	48.5
734530.5833	35.3	44.71	48.34
734530.625	37	44.28	48.45
734530.6667	35.5	44.11	48.23
734530.7083	34.2	44.16	47.55
734530.75	31.9	43.89	46.91
734530.7917	31.4	43.45	46.33
734530.8333	31.7	42.88	45.76
734530.875	31	42.33	45.39
734530.9167	32.3	41.86	45.19
734530.9583	32.6	41.53	45.19
734531	33.31803279	41.28	45.25
734531.0417	34.4	41.18	45.23
734531.0833	35.1	41.05	45.14
734531.125	35.4	40.88	45.04
734531.1667	35.5	40.66	44.92
734531.2083	34.6	40.43	44.77
734531.25	34.1	40.2	44.59
734531.2917	33.7	40.01	44.59
734531.3333	33.5	39.86	44.49
734531.375	34.6	39.84	44.64
734531.4167	34.9	39.9	45.58
734531.4583	35.8	40.06	46.71
734531.5	36.1	40.37	47.84
734531.5417	37.9	41.49	47.78
734531.5833	36.6	42.39	47.59
734531.625	37.1	42.98	47.08
734531.6667	40.1	42.87	46.69
734531.7083	38.9	42.64	46.31
734531.75	35.4	42.32	46
734531.7917	34.2	41.98	45.37
734531.8333	34.1	41.51	44.95
734531.875	33.5	41.03	44.67
734531.9167	32.8	40.61	44.54
734531.9583	33	40.25	44.23
734532	33.37377049	39.91	43.9
734532.0417	31.8	39.59	43.59
734532.0833	30.8	39.27	43.35
734532.125	31.5	38.97	43.1
734532.1667	32.1	38.7	42.78
734532.2083	32.6	38.35	42.59
734532.25	33.2	38.07	42.29
734532.2917	33.3	37.83	42.15
734532.3333	35.09999999	37.62	42.03
734532.375	34.6	37.45	42.17
734532.4167	45.5	37.36	43.07
734532.4583	48.99999999	37.34	44.18
734532.5	50.9	37.53	45.56
734532.5417	53.2	38.49	46.2
734532.5833	54.8	39.52	46.48
734532.625	55.5	40.44	46.46
734532.6667	55.4	41.12	45.76
734532.7083	53.50000001	41.27	44.48
734532.75	50.5	41.02	44.05
734532.7917	48	40.25	43.72
734532.8333	47.3	39.56	43.46
734532.875	47.5	39.06	43.28
734532.9167	48.1	38.66	43.06
734532.9583	48.6	38.43	42.85
734533	49.18196721	38.26	42.62
734533.0417	48.1	38.11	42.42
734533.0833	47.4	37.96	42.35
734533.125	46.1	37.88	42.34
734533.1667	46.3	37.82	42.33
734533.2083	44.6	37.78	42.22
734533.25	45.2	37.75	42.27
734533.2917	45.5	37.7	42.37
734533.3333	41.20000001	37.7	42.43
734533.375	47.3	37.68	42.81
734533.4167	53.2	37.67	43.82
734533.4583	56.59999999	37.75	44.97
734533.5	58.7	38	46.29
734533.5417	59.9	38.99	47.4
734533.5833	62.49999999	40.25	48.1
734533.625	63.3	41.42	48.33
734533.6667	63.2	42.42	47.89
734533.7083	60.80000001	42.95	46.83
734533.75	56.2	42.93	46.43
734533.7917	51.4	42.32	45.98
734533.8333	45.20000002	41.45	45.57
734533.875	50	40.67	45.15
734533.9167	42.1	40.05	44.89
734533.9583	39.10000001	39.6	44.69
734534	39.56557377	39.28	44.48
734534.0417	37.5	38.99	44.32
734534.0833	37.5	38.76	44.21
734534.125	36.9	38.62	44.03
734534.1667	34.8	38.48	43.89
734534.2083	36.69999999	38.36	43.9
734534.25	36.4	38.26	43.77
734534.2917	34.6	38.18	43.74
734534.3333	34.2	38.05	43.63
734534.375	35.2	38.01	44.14
734534.4167	36.1	38.05	45.35
734534.4583	36.7	38.29	46.83
734534.5	36.9	38.73	48.23
734534.5417	35.9	40.01	49.09
734534.5833	36.4	41.47	49.75
734534.625	35.9	42.59	50.21
734534.6667	36.5	43.76	49.7
734534.7083	34.70000001	44.44	48.76
734534.75	33.5	44.53	48.26
734534.7917	33	44	47.81
734534.8333	32.7	43.27	47.4
734534.875	32.3	42.49	47.05
734534.9167	31.9	41.85	46.64
734534.9583	31.6	41.3	46.32
734535	31.20327869	40.9	46.06
734535.0417	31.4	40.51	45.81
734535.0833	31.2	40.17	45.71
734535.125	31.2	39.91	45.75
734535.1667	31.4	39.88	45.82
734535.2083	31	39.93	45.83
734535.25	32	40.04	45.96
734535.2917	32.3	40.26	46.22
734535.3333	32.8	40.7	46.51
734535.375	37.2	41.11	46.89
734535.4167	43.6	41.53	48.25
734535.4583	42.7	42.21	49.47
734535.5	45.8	43.06	50.99
734535.5417	46.1	44.36	51.51
734535.5833	44.9	45.79	51.47
734535.625	43.4	46.68	50.95
734535.6667	40.2	46.78	51.26
734535.7083	42.69999999	46.5	50.96
734535.75	37	46.12	50.5
734535.7917	42.3	45.67	50.11
734535.8333	39.60000001	45.27	49.94
734535.875	41.3	45.08	49.91590106
734535.9167	43.2	44.91	49.8995053
734535.9583	43.8	44.82	49.88310954
734536	44.80655738	44.72	49.86671378
734536.0417	45.2	44.57	49.85031802
734536.0833	47.19999999	44.39	49.83392226
734536.125	47	44.24	49.8175265
734536.1667	48.1	44.19	49.80113074
734536.2083	45.10000001	44.19	49.78473498
734536.25	46.6	44.11	49.76833922
734536.2917	46.2	44.18	49.75194346
734536.3333	46.6	44.25	49.7355477
734536.375	47.4	44.3	49.71915194
734536.4167	49	44.43	49.70275618
734536.4583	45.80000001	44.71	49.68636042
734536.5	46.5	45.13	49.66996466
734536.5417	41	45.51	49.6535689
734536.5833	37.30000001	46.16	49.63717314
734536.625	38.6	46.83	49.62077739
734536.6667	35.5	46.79	49.60438163
734536.7083	31.70000001	47.01	49.58798587
734536.75	29.3	47.01	49.57159011
734536.7917	27.5	46.3	49.55519435
734536.8333	26.6	45.37	49.53879859
734536.875	25.4	44.52	49.52240283
734536.9167	24.3	43.78	49.50600707
734536.9583	23.8	43.12	49.48961131
734537	22.49016393	42.56	49.47321555
734537.0417	21.9	42.05	49.45681979
734537.0833	21.4	41.61	49.44042403
734537.125	21.1	41.14	49.42402827
734537.1667	21.3	40.72	49.40763251
734537.2083	20.7	40.31	49.39123675
734537.25	20.6	39.93	49.37484099
734537.2917	20.6	39.59	49.35844523
734537.3333	21.5	39.27	49.34204947
734537.375	21.7	38.93	49.32565371
734537.4167	24.9	38.75	49.30925795
734537.4583	29.69999999	38.71	49.29286219
734537.5	32.7	38.89	49.27646643
734537.5417	37	39.73	49.26007067
734537.5833	38.3	41.11	49.24367491
734537.625	39.2	42.62	49.22727915
734537.6667	39.2	43.5	49.21088339
734537.7083	37.30000001	44.22	49.19448763
734537.75	35.3	44.54	49.17809187
734537.7917	34.5	44.01	49.16169611
734537.8333	34.1	43.19	49.14530035
734537.875	32.9	42.37	49.12890459
734537.9167	32.2	41.63	49.11250883
734537.9583	31.5	41.01	49.09611307
734538	32.30163934	40.57	49.07971731
734538.0417	32.4	40.35	49.06332155
734538.0833	33.6	40.28	49.0469258
734538.125	30.1	40.3	49.03053004
734538.1667	30.6	40.37	49.01413428
734538.2083	30.8	40.51	48.99773852
734538.25	31.4	40.65	48.98134276
734538.2917	32.7	40.82	48.964947
734538.3333	32.8	41	48.94855124
734538.375	35.8	41.18	48.93215548
734538.4167	36.5	41.39	48.91575972
734538.4583	38.1	41.69	48.89936396
734538.5	37.8	42.18	48.8829682
734538.5417	37.7	43.3	48.86657244
734538.5833	38.3	44.46	48.85017668
734538.625	39.9	45.33	48.83378092
734538.6667	38.8	46.06	48.81738516
734538.7083	38.9	46.42	48.8009894
734538.75	38.3	46.44	48.78459364
734538.7917	37.2	46.18	48.76819788
734538.8333	36.3	45.84	48.75180212
734538.875	35	45.56	48.73540636
734538.9167	36	45.31	48.7190106
734538.9583	37.6	45.12	48.70261484
734539	41.90163934	45	48.68621908
734539.0417	42	44.92	48.66982332
734539.0833	42.2	44.86	48.65342756
734539.125	41.8	44.72	48.6370318
734539.1667	41.2	44.6	48.62063604
734539.2083	38.20000001	44.7	48.60424028
734539.25	38.3	44.84	48.58784452
734539.2917	38.3	44.96	48.57144876
734539.3333	38.7	45.05	48.555053
734539.375	39.3	45.21	48.53865724
734539.4167	34.7	45.39	48.52226148
734539.4583	34.8	45.7	48.50586572
734539.5	40.8	46.09	48.48946996
734539.5417	41.8	46.49	48.4730742
734539.5833	41.3	46.69	48.45667845
734539.625	47.2	46.88	48.44028269
734539.6667	47.3	46.96	48.42388693
734539.7083	42.80000001	46.94	48.40749117
734539.75	37.3	46.7	48.39109541
734539.7917	34.4	46.07	48.37469965
734539.8333	32.9	45.43	48.35830389
734539.875	31.9	44.84	48.34190813
734539.9167	31.5	44.31	48.32551237
734539.9583	30.3	43.86	48.30911661
734540	29.89180328	43.39	48.29272085
734540.0417	29.4	43.23	48.27632509
734540.0833	29.1	43.1	48.25992933
734540.125	29	42.94	48.24353357
734540.1667	28.6	42.8	48.22713781
734540.2083	28.5	42.65	48.21074205
734540.25	28	42.48	48.19434629
734540.2917	28.5	42.28	48.17795053
734540.3333	28	41.99	48.16155477
734540.375	29.4	41.83	48.14515901
734540.4167	34.8	41.73	48.12876325
734540.4583	37.49999999	41.86	48.11236749
734540.5	43	42.25	48.09597173
734540.5417	48.9	42.81	48.07957597
734540.5833	49.4	43.64	48.06318021
734540.625	50.7	44.73	48.04678445
734540.6667	50.4	45.41	48.03038869
734540.7083	47.90000001	45.66	48.01399293
734540.75	43.1	45.73	47.99759717
734540.7917	40.3	45.44	47.98120141
734540.8333	38.50000001	44.87	47.96480565
734540.875	34.7	44.39	47.94840989
734540.9167	32.2	43.91	47.93201413
734540.9583	33.2	43.47	47.91561837
734541	32.74754099	42.9	47.89922261
734541.0417	29.6	42.34	47.88282686
734541.0833	28.7	41.83	47.8664311
734541.125	28.8	41.39	47.85003534
734541.1667	29.3	41.01	47.83363958
734541.2083	29	40.83	47.81724382
734541.25	27.2	40.52	47.80084806
734541.2917	26.6	40.07	47.7844523
734541.3333	27.4	39.78	47.76805654
734541.375	32.7	39.53	47.75166078
734541.4167	35.6	39.31	47.73526502
734541.4583	40.19999999	39.27	47.71886926
734541.5	41.2	39.38	47.7024735
734541.5417	41.6	40.15	47.68607774
734541.5833	41.8	41.55	47.66968198
734541.625	40	42.81	47.65328622
734541.6667	40.2	43.9	47.63689046
734541.7083	39.7	44.57	47.6204947
734541.75	37.2	44.75	47.60409894
734541.7917	36.7	44.36	47.58770318
734541.8333	36.4	43.48	47.57130742
734541.875	36.3	42.61	47.55491166
734541.9167	35.2	41.79	47.5385159
734541.9583	38.49999999	41.06	47.52212014
734542	38.06393443	40.37	47.50572438
734542.0417	35.9	39.88	47.48932862
734542.0833	35.2	39.47	47.47293286
734542.125	31.2	39.18	47.4565371
734542.1667	30	39.05	47.44014134
734542.2083	28.9	39.1	47.42374558
734542.25	28	39.22	47.40734982
734542.2917	25.5	39.35	47.39095406
734542.3333	24.2	39.48	47.3745583
734542.375	23.8	39.52	47.35816254
734542.4167	26.1	39.68	47.34176678
734542.4583	26.2	39.9	47.32537102
734542.5	27.5	40.1	47.30897527
734542.5417	30	40.26	47.29257951
734542.5833	29.6	40.91	47.27618375
734542.625	30.4	41.6	47.25978799
734542.6667	29.7	41.84	47.24339223
734542.7083	28.9	41.5	47.22699647
734542.75	25.9	41.19	47.21060071
734542.7917	25	40.79	47.19420495
734542.8333	23.4	40.34	47.17780919
734542.875	22.4	39.91	47.16141343
734542.9167	20.8	39.57	47.14501767
734542.9583	19.7	39.26	47.12862191
734543	18.79508197	38.88	47.11222615
734543.0417	18.5	38.54	47.09583039
734543.0833	18.3	38.21	47.07943463
734543.125	16.7	38.02	47.06303887
734543.1667	17.2	37.8	47.04664311
734543.2083	15.40000001	37.63	47.03024735
734543.25	16.6	37.55	47.01385159
734543.2917	17.5	37.39	46.99745583
734543.3333	17.6	37.32	46.98106007
734543.375	23.5	37.26	46.96466431
734543.4167	25.2	37.31	46.94826855
734543.4583	25.7	37.42	46.93187279
734543.5	29.1	37.82	46.91547703
734543.5417	33.3	38.24	46.89908127
734543.5833	35.39999999	39.25	46.88268551
734543.625	33.5	40.46	46.86628975
734543.6667	31.6	41.52	46.84989399
734543.7083	30.7	42.18	46.83349823
734543.75	30.3	42.38	46.81710247
734543.7917	30.3	42.06	46.80070671
734543.8333	30.8	41.26	46.78431095
734543.875	29.3	40.44	46.76791519
734543.9167	27.6	39.71	46.75151943
734543.9583	25.70000001	39.1	46.73512367
734544	26.1	38.59	46.71872792
734544.0417	26.1	38.21	46.70233216
734544.0833	25.7	37.88	46.6859364
734544.125	25.8	37.56	46.66954064
734544.1667	25.1	37.27	46.65314488
734544.2083	25.5	37	46.63674912
734544.25	24.3	36.78	46.62035336
734544.2917	22.2	36.56	46.6039576
734544.3333	21.5	36.43	46.58756184
734544.375	22.7	36.33	46.57116608
734544.4167	25.7	36.47	46.55477032
734544.4583	28.79999999	36.96	46.53837456
734544.5	32.4	37.69	46.5219788
734544.5417	35	38.53	46.50558304
734544.5833	35.8	39.63333333	46.48918728
734544.625	37.8	40.76	46.47279152
734544.6667	36.5	41.26	46.45639576
734544.7083	35.3	41.23	46.44
734544.75	30	41.3	46.08
734544.7917	27.8	41.22	45.51
734544.8333	25.60000001	40.82	45.23
734544.875	24.8	40.45	45.06
734544.9167	23.2	40.15	44.88
734544.9583	24.9	40	44.72
734545	18.97704918	39.8	44.56
734545.0417	17.6	39.56	44.27
734545.0833	15.9	39.28	44.1
734545.125	15.9	39.09	43.9
734545.1667	15.8	38.93	43.67
734545.2083	14.2	38.75	43.35
734545.25	14.1	38.49	43.12
734545.2917	14	38.26	42.85
734545.3333	13.7	38.04	42.42
734545.375	26.1	37.71	42.08
734545.4167	35.2	37.35	42.6
734545.4583	37.09999999	37.26	42.14
734545.5	39.2	37.02	42.02
734545.5417	39.6	36.73	42.29
734545.5833	40	36.95	42.03
734545.625	39.2	36.88	41.82
734545.6667	39.2	36.56	41.05
734545.7083	37.9	36.17	40.05
734545.75	33.5	35.51	38.97
734545.7917	31.3	34.59	37.64
734545.8333	30.2	33.36	36.3
734545.875	28.7	32.3	35.87
734545.9167	28.4	32.16	35.54
734545.9583	28.3	32.16	35.25
734546	28.4	32.15	35.08
734546.0417	28.4	32.16	34.43
734546.0833	27.2	32.17	34.11
734546.125	26.3	32.17	34.13
734546.1667	25.8	32.16	34.63
734546.2083	25.4	32.16	34.96
734546.25	25.7	32.17	35.16
734546.2917	25.7	32.18	35.26
734546.3333	27.3	32.17	35.06
734546.375	30.2	32.18	35.62
734546.4167	30.5	32.19	37.35
734546.4583	33.49999999	32.21	38.99
734546.5	37.7	32.41	40.61
734546.5417	38.9	32.58	41.62
734546.5833	40	32.74	42.12
734546.625	40.3	32.92	42.26
734546.6667	40.9	33.16	41.84
734546.7083	39.2	33.28	40.49
734546.75	36.5	33.19	39.53
734546.7917	34.8	33	39.15
734546.8333	34.7	32.81	38.86
734546.875	34.6	32.73	38.6
734546.9167	34.6	32.62	38.48
734546.9583	34.8	32.48	38.32
734547	33.99016393	32.42	38.41
734547.0417	33.4	32.37	38.32
734547.0833	33.6	32.34	38.03
734547.125	34	32.27	37.89
734547.1667	33.8	32.22	37.75
734547.2083	34.2	32.17	37.84
734547.25	33.6	32.17	37.16
734547.2917	32.6	32.18	37.31
734547.3333	34.2	32.2	37.58
734547.375	39.3	32.23	38.32
734547.4167	44	32.29	39.94
734547.4583	47.39999999	32.44	41.59
734547.5	50	32.69	43.37
734547.5417	52.2	33.15	45
734547.5833	54.39999999	33.81	45.63
734547.625	55	34.64	45.75
734547.6667	55.6	35.38	45.11
734547.7083	55	36.15	44.42
734547.75	51.3	36.56	43.77
734547.7917	48.8	36.77	43.41
734547.8333	47.4	36.72	43.22
734547.875	41.5	36.69	43.08
734547.9167	45	36.63	43.04
734547.9583	46.1	36.56	43.03
734548	45.40983607	36.54	43.07
734548.0417	46	36.51	42.95
734548.0833	46.7	36.54	42.89
734548.125	47.5	36.53	42.7
734548.1667	47.8	36.49	42.79
734548.2083	46.8	36.51	42.8
734548.25	46.3	36.54	42.83
734548.2917	46.1	36.54	42.9
734548.3333	46	36.62	42.94
734548.375	48.2	36.67	43.12
734548.4167	49.3	36.77	43.42
734548.4583	52.49999999	37.05	44.8
734548.5	54.9	37.61	44.8
734548.5417	53.9	38.14	45.42
734548.5833	54.7	38.75	46.08
734548.625	55.2	39.42	46.92
734548.6667	55.5	40.08	46.73
734548.7083	54.3	40.56	46.36
734548.75	50.8	40.84	45.85
734548.7917	49.4	40.52	45.38
734548.8333	47.40000001	39.93	45.29
734548.875	43.3	39.61	44.96
734548.9167	40.7	39.38	44.8
734548.9583	38.30000001	39.19	44.6
734549	37.07704918	39.01	44.38
734549.0417	35.7	38.86	44.12
734549.0833	35.8	38.76	43.89
734549.125	34.8	38.7	43.59
734549.1667	33.1	38.6	43.64
734549.2083	32.2	38.48	43.26
734549.25	31.8	38.28	43.1
734549.2917	31.4	38.09	43.01
734549.3333	32.8	37.9	42.97
734549.375	35.9	37.71	43.54
734549.4167	40.1	37.59	45.12
734549.4583	42.49999999	37.74	46.85
734549.5	48.1	38.17	48.55
734549.5417	50.4	39.29	49.9
734549.5833	54.39999999	41.02	50.33
734549.625	54.1	42.44	49.79
734549.6667	53.5	43.42	49.82
734549.7083	49.90000001	44.06	48.78
734549.75	47	44.23	47.97
734549.7917	42.6	44.11	47.51
734549.8333	41	43.39	47.11
734549.875	42.1	42.72	46.93
734549.9167	39.7	42.2	46.65
734549.9583	34.10000002	41.8	46.58
734550	32.9852459	41.49	46.51
734550.0417	32.1	41.23	46.44
734550.0833	32.7	41.05	46.41
734550.125	33.8	40.91	46.37
734550.1667	33.9	40.86	46.53
734550.2083	38.59999999	40.83	46.27
734550.25	39.9	40.84	46.43
734550.2917	38.8	40.85	46.5
734550.3333	40.3	40.85	46.39
734550.375	41.7	40.86	46.58
734550.4167	47	40.99	47.03
734550.4583	50.59999999	41.35	47.46
734550.5	52.3	41.73	46.95
734550.5417	55.5	42.12	47.34
734550.5833	57.1	42.52	48
734550.625	57.3	42.91	48.24
734550.6667	56.5	43.13	48.62
734550.7083	54.30000001	43.55	48.38
734550.75	51.8	43.78	47.95
734550.7917	49.5	43.64	47.66
734550.8333	48.8	43.34	47.3
734550.875	44.9	43.04	47.05
734550.9167	40.8	42.73	47.11
734550.9583	39.4	42.6	47.07
734551	36.67704918	42.51	47.19
734551.0417	35.3	42.51	47.21
734551.0833	34.2	42.45	47.17
734551.125	38.1	42.33	47.04
734551.1667	32.1	42.22	46.95
734551.2083	32.9	42.09	46.79
734551.25	32.7	41.93	46.48
734551.2917	34.4	41.73	46.21
734551.3333	33.4	41.55	45.88
734551.375	44.8	41.38	46.13
734551.4167	56.8	41.38	46.49
734551.4583	59.49999999	41.62	46.99
734551.5	61	42.01	48.87
734551.5417	60.4	42.46	50.27
734551.5833	62.19999999	43.37	51.18
734551.625	61.4	44.56	51.41
734551.6667	60.5	45.44	50.7
734551.7083	59.5	45.88	49.26
734551.75	56.3	45.94	47.99
734551.7917	54.8	45.43	47.43
734551.8333	53.6	44.51	47.03
734551.875	52.8	43.59	46.85
734551.9167	51.6	42.85	46.73
734551.9583	51.6	42.31	46.62
734552	52.1	41.9	46.44
734552.0417	52.1	41.54	46.2
734552.0833	54.09999999	41.14	45.96
734552.125	57.3	40.77	45.88
734552.1667	55	40.5	45.79
734552.2083	56.79999999	40.37	45.6
734552.25	56.7	40.14	45.45
734552.2917	56.2	39.86	45.51
734552.3333	56.2	39.78	45.27
734552.375	58.3	39.63	45.88
734552.4167	61.4	39.52	47.39
734552.4583	61.8	39.81	49.07
734552.5	61.4	40.4	50.62
734552.5417	56.3	41.59	51.86
734552.5833	60.19999999	43.28	52.3
734552.625	62.1	44.83	51.75
734552.6667	58.6	46.06	51.07
734552.7083	57.8	46.44	50.33
734552.75	57.1	46.4	49.55
734552.7917	57.2	46.09	49.06
734552.8333	57.3	45.53	48.8
734552.875	51.9	44.94	48.53
734552.9167	49.2	44.44	48.3
734552.9583	49.2	44.02	48.17
734553	49.68196721	43.69	48.07
734553.0417	48.6	43.41	47.98
734553.0833	47.6	43.19	47.88
734553.125	45.5	43.03	47.81
734553.1667	43.7	42.91	47.67
734553.2083	41.20000001	42.77	47.49
734553.25	40.6	42.65	47.33
734553.2917	40.5	42.48	46.32
734553.3333	40	42.25	46.24
734553.375	45.5	42.03	46.11
734553.4167	48.8	41.62	46.09
734553.4583	50.99999999	41.33	45.59
734553.5	53.2	41.07	45.01
734553.5417	56.5	40.92	45.26
734553.5833	55.7	41.02	44.87
734553.625	57.1	40.33	41.96
734553.6667	56.3	39	41.11
734553.7083	54.7	38.96	41.07
734553.75	49.4	38.33	41.71
734553.7917	46.9	38.02	41.47
734553.8333	45.8	38.02	42.31
734553.875	45.2	38.18	42.94
734553.9167	44.3	38.35	43.26
734553.9583	44.2	38.44	43.42
734554	40.09672131	38.39	43.44
734554.0417	39.9	38.38	43.33
734554.0833	40.3	38.24	43.12
734554.125	40.2	38.23	42.69
734554.1667	39.7	38.05	42.22
734554.2083	35.90000001	37.67	41.72
734554.25	38.8	37.17	41.48
734554.2917	31.8	36.8	41.35
734554.3333	32.3	36.36	41.2
734554.375	39	36.07	41.57
734554.4167	43.7	35.87	43.25
734554.4583	45.1	35.94	45.02
734554.5	47.6	36.32	46.61
734554.5417	49.3	37.58	47.74
734554.5833	47.10000001	39.28	48.4
734554.625	47.7	40.83	48.56
734554.6667	48	42.13	48.3
734554.7083	48.2	42.88	47.1
734554.75	46.9	43.06	46.04
734554.7917	46	42.55	45.37
734554.8333	45.6	41.57	44.87
734554.875	44.4	40.61	44.47
734554.9167	44.2	39.72	44.03
734554.9583	44.8	38.92	43.68
734555	46.29508197	38.3	43.42
734555.0417	46	37.82	43.08
