%Time	air T	T Winkler	T Boone
734713.7083	88.3	74	72.72
734713.75	84.3	74.57	70.92
734713.7917	80.79999999	74.32	69.42
734713.8333	77.8	73.2	68.13
734713.875	75	71.91	67.24
734713.9167	75.1	70.58	66.66
734713.9583	74.3	69.57	66.3
734714	74.38852459	68.75	66.09
734714.0417	73.7	68.11	65.9
734714.0833	73.2	67.63	65.62
734714.125	72.1	67.23	65.41
734714.1667	72.7	66.85	65.27
734714.2083	72	66.47	65.23
734714.25	71.7	66.15	65.25
734714.2917	76.30000001	65.96	65.59
734714.3333	81.4	66.07	66.59
734714.375	84.5	66.35	67.97
734714.4167	86.3	66.76	70.1
734714.4583	85.8	67.58	72.33
734714.5	86.4	68.64	74.31
734714.5417	87	69.87	75.54
734714.5833	87.5	71.36	76.11
734714.625	83.8	73.35	75.58
734714.6667	83.4	74.51	74.93
734714.7083	82	74.75	72.16
734714.75	79.3	74.45	70.52
734714.7917	76.39999999	73.87	69.1
734714.8333	73	72.56	67.97
734714.875	71.6	71.22	67.28
734714.9167	73.79999999	70.08	66.94
734714.9583	70.2	69.24	66.77
734715	69.59672131	68.54	67.44
734715.0417	69.4	68.02	66.77
734715.0833	68.7	67.49	66.14
734715.125	68.2	66.93	65.74
734715.1667	68.2	66.5	65.45
734715.2083	67	66.2	65.16
734715.25	66.9	65.97	65.08
734715.2917	68.80000002	65.82	65.02
734715.3333	75.8	65.78	65.77
734715.375	78.1	65.9	66.7
734715.4167	84.10000001	66.37	69.08
734715.4583	86.2	67.24	70.15
734715.5	83.9	68.54	72.18
734715.5417	86.59999998	70.07	74.5
734715.5833	80.8	71.54	75.53
734715.625	86.2	73.07	73.68
734715.6667	84.59999999	74.09	76.61
734715.7083	82.5	74.88	73.41
734715.75	76.6	74.54	71.21
734715.7917	73.9	73.6	69.69
734715.8333	72.5	72.43	68.93
734715.875	72	71.29	68.5
734715.9167	71.4	70.59	67.61
734715.9583	69.7	70.12	67.01
734716	71.17213115	69.62	66.66
734716.0417	69.5	69.08	66.33
734716.0833	69.2	68.48	65.83
734716.125	68.5	67.87	65.68
734716.1667	67.5	67.37	65.58
734716.2083	65.8	66.89	65.43
734716.25	66.6	66.38	65.26
734716.2917	67.60000001	65.85	65.23
734716.3333	72.6	65.48	65.9
734716.375	80	65.39	67.43
734716.4167	81.9	65.79	69.58
734716.4583	83.5	66.53	70.93
734716.5	83.4	67.53	71.74
734716.5417	85.2	68.94	73.27
734716.5833	85.9	70.19	71.38
734716.625	83.2	71.49	73.27
734716.6667	83.89999999	71.95	72.57
734716.7083	82	72.6	70.97
734716.75	82.1	72.33	69.69
734716.7917	77.29999999	72.02	68.39
734716.8333	73	71.23	67.35
734716.875	71.9	70.28	66.73
734716.9167	70.2	69.31	66.15
734716.9583	69.2	68.43	65.73
734717	66.57540984	67.57	65.31
734717.0417	65.1	66.8	64.96
734717.0833	64.6	66.12	64.6
734717.125	64.1	65.42	64.31
734717.1667	62.7	64.81	64.01
734717.2083	62.8	64.19	63.75
734717.25	62.5	63.66	63.61
734717.2917	69.40000002	63.19	63.76
734717.3333	76.4	62.95	64.75
734717.375	80.5	63.05	66.46
734717.4167	83.3	63.54	68.61
734717.4583	85	64.62	70.5
734717.5	86.3	65.74	72.74
734717.5417	87.7	67.23	74.01
734717.5833	88	68.85	74.67
734717.625	88.1	70.67	74.16
734717.6667	87.4	72.13	73.7
734717.7083	87	73.15	72.18
734717.75	82.5	73.54	70.53
734717.7917	79.69999999	73.29	68.89
734717.8333	75.2	72.19	67.72
734717.875	73.9	70.94	66.89
734717.9167	73.89999999	69.68	66.26
734717.9583	71.5	68.61	65.76
734718	71.65573771	67.7	65.39
734718.0417	69	66.88	64.99
734718.0833	70	66.18	64.68
734718.125	69.4	65.48	64.4
734718.1667	71.39999999	64.83	64.28
734718.2083	68.7	64.27	64.09
734718.25	69.2	63.8	64.01
734718.2917	73.50000001	63.49	64.19
734718.3333	77.2	63.4	64.89
734718.375	82	63.58	66.18
734718.4167	83.6	63.99	68.05
734718.4583	85.2	64.85	69.89
734718.5	83.7	65.8	70.7
734718.5417	86.19999999	66.71	74.41
734718.5833	84	68.29	74.69
734718.625	87	69.7	73.56
734718.6667	81.09999998	70.90000001	72.3
734718.7083	73.9	71.8	69.91
734718.75	74.8	71.55	69.94
734718.7917	74.39999999	71.17	69.22
734718.8333	72.5	70.31	68.06
734718.875	74.4	69.23	67.12
734718.9167	75.5	68.44	66.62
734718.9583	74.9	67.83	66.34
734719	75.48852459	67.27	66.17
734719.0417	74.8	66.86	66.02
734719.0833	74	66.49	65.94
734719.125	74	66.2	65.75
734719.1667	73.4	66.04	65.85
734719.2083	73.6	65.93	65.87
734719.25	73.4	65.84	65.86
734719.2917	73.80000001	65.76	65.87
734719.3333	76.9	65.74	66.14
734719.375	80.5	65.82	66.69
734719.4167	82.10000001	66.12	68.09
734719.4583	84.6	66.75	71.31
734719.5	86.6	67.44	73.45
734719.5417	87.19999999	68.72	74.98
734719.5833	84.7	70.58	75.76
734719.625	87.5	72.2	75.3
734719.6667	86.2	73.82	74.38
734719.7083	86.4	74.86	72.52
734719.75	82.3	75.06	70.91
734719.7917	79.09999999	74.42	69.72
734719.8333	74.6	73.13	68.49
734719.875	73.4	71.98	67.66
734719.9167	72.2	71.12	67.16
734719.9583	71	70.37	66.76
734720	70.09016393	69.62	66.49
734720.0417	69.5	68.96	66.17
734720.0833	70.7	68.26	65.94
734720.125	68.1	67.7	65.74
734720.1667	68.3	67.11	65.72
734720.2083	69.5	66.69	65.75
734720.25	70.1	66.31	65.77
734720.2917	72.30000001	66.06	65.92
734720.3333	74.2	65.93	66.2
734720.375	73.3	66.02	66.44
734720.4167	76.3	66.14	67.03
734720.4583	75.3	66.57	68.92
734720.5	75.3	67.27	70.07
734720.5417	75.1	67.96	69.45
734720.5833	74.8	68.3	70.14
734720.625	76.6	69.32	70.2
734720.6667	76.4	69.51	70.21
734720.7083	74.9	69.63	69.72
734720.75	75.8	69.63	68.91
734720.7917	73.7	69.69	68
734720.8333	72.8	69.35	67.12
734720.875	72.4	68.8	66.82
734720.9167	72	68.29	66.62
734720.9583	71	67.79	66.27
734721	71.30163934	67.39	66.15
734721.0417	71.4	67.14	66.09
734721.0833	71.5	66.92	66
734721.125	71.3	66.73	65.85
734721.1667	70.9	66.55	65.62
734721.2083	70.1	66.35	65.6
734721.25	70.9	66.22	65.6
734721.2917	74.90000001	66.04	65.59
734721.3333	77.4	65.89	66.35
734721.375	80.8	65.95	67.77
734721.4167	80.5	66.33	69.35
734721.4583	82.1	67.08	70.15
734721.5	80.9	67.9	69.74
734721.5417	82.5	68.62	70.37
734721.5833	83.8	69.27	71.02
734721.625	86.3	69.83	71.44
734721.6667	85.79999999	70.7	71.47
734721.7083	82.5	71.32	70.6
734721.75	80.7	71.55	69.74
734721.7917	78.3	71.75	68.96
734721.8333	76.6	71.41	68
734721.875	76.6	70.64	67.45
734721.9167	75.09999999	69.86	67.07
734721.9583	73.1	69.15	66.6
734722	73.68360656	68.51	66.4
734722.0417	72.7	68.05	66.17
734722.0833	72.8	67.58	65.92
734722.125	72.9	67.13	65.78
734722.1667	72	66.83	65.66
734722.2083	72	66.53	65.75
734722.25	72.4	66.32	65.86
734722.2917	73	66.2	65.9
734722.3333	74.3	66.15	66.06
734722.375	73.5	66.14	66.48
734722.4167	71.60000001	66.34	66.61
734722.4583	75.1	66.37	67.98
734722.5	78.7	66.83	71.1
734722.5417	80	67.69	72.26
734722.5833	80.5	68.63	72.7
734722.625	85.7	69.79	73.61
734722.6667	83.69999999	71.45	73.03
734722.7083	81.3	72.12	71.93
734722.75	80.8	72.68	70.38
734722.7917	76.4	72.49	69.16
734722.8333	76.1	71.7	68.17
734722.875	74.5	70.63	67.56
734722.9167	75.2	69.74	67.24
734722.9583	75.7	69.06	67.14
734723	75.30163934	68.6	67.02
734723.0417	75.4	68.34	66.97
734723.0833	74	68.16	66.89
734723.125	73.4	67.96	66.73
734723.1667	73.9	67.77	66.69
734723.2083	73.1	67.59	66.6
734723.25	73.1	67.37	66.53
734723.2917	75.80000001	67.22	66.55
734723.3333	80	67.12	66.95
734723.375	82.2	67.1	67.75
734723.4167	84.6	67.35	69.35
734723.4583	83.9	67.68	71.55
734723.5	87.4	68.44	73.72
734723.5417	87.1	69.31	74.83
734723.5833	88.7	70.55	75.13
734723.625	89.2	71.9	74.97
734723.6667	88.79999998	73.23	74.07
734723.7083	81.6	74.33	71.9
734723.75	75.3	74.32	70.08
734723.7917	72.59999999	73.67	68.68
734723.8333	70.7	72.44	67.64
734723.875	69.7	71.06	66.92
734723.9167	71.69999999	69.78	66.45
734723.9583	68.7	68.81	66.18
734724	69.48852459	68.03	65.9
734724.0417	68.80000001	67.46	65.57
734724.0833	70.6	66.91	65.38
734724.125	74.5	66.41	65.19
734724.1667	74	66	65.17
734724.2083	72.7	65.66	65.32
734724.25	72.2	65.52	65.31
734724.2917	73.20000001	65.4	65.79
734724.3333	75.3	65.48	66.58
734724.375	75.3	65.68	68.14
734724.4167	78.20000001	65.93	70
734724.4583	80.8	66.54	71.1
734724.5	78.6	67.42	72.27
734724.5417	83.00000001	68.47	74.79
734724.5833	85.1	69.51	75.98
734724.625	85.8	70.89	74.63
734724.6667	86.59999999	71.74000001	74.21
734724.7083	83.2	72.95	72.11
734724.75	80.2	73.01	70.37
734724.7917	75.79999999	72.95	69.03
734724.8333	73.3	72.1	68.04
734724.875	73.1	71.1	67.31
734724.9167	71.29999999	70.11	66.69
734724.9583	69.5	69.15	66.15
734725	69.20163934	68.24	65.8
734725.0417	69.3	67.55	65.5
734725.0833	69.3	66.93	65.29
734725.125	70.1	66.46	65.16
734725.1667	69.3	66.06	65.08
734725.2083	68.5	65.78	64.96
734725.25	68.6	65.58	64.8
734725.2917	72.40000001	65.34	64.8
734725.3333	74.6	65.32	65.65
734725.375	78.1	65.37	67.31
734725.4167	80	65.53	69.49
734725.4583	81.6	66.14	71.78
734725.5	83.1	66.83	73.54
734725.5417	85.3	67.73	74.71
734725.5833	84.8	69.02	75.14
734725.625	82.9	70.18	74.5
734725.6667	82.5	71.4	73.04
734725.7083	81.5	72.42	71.46
734725.75	76	72.76	69.54
734725.7917	70.3	72.38	68.18
734725.8333	70.4	71.59	67.62
734725.875	70.6	70.45	66.86
734725.9167	70.3	69.36	66.5
734725.9583	71.1	68.44	66.23
734726	70.2147541	67.75	65.99
734726.0417	71.1	67.26	65.81
734726.0833	69.7	66.9	65.67
734726.125	69.2	66.61	65.5
734726.1667	70.8	66.39	65.39
734726.2083	70	66.18	65.28
734726.25	68.5	65.97	65.05
734726.2917	73.20000001	65.65	64.96
734726.3333	76.1	65.42	65.73
734726.375	75.3	65.33	67.35
734726.4167	81.50000001	65.54	69.6
734726.4583	84	66	71.06
734726.5	83.5	66.78	72.78
734726.5417	84.6	67.64	74.1
734726.5833	85.5	68.81	74.5
734726.625	82.9	70.08	72.28
734726.6667	80.40000001	71	71.53
734726.7083	83.9	72.15	70.24
734726.75	76.7	72.42	69.16
734726.7917	73.09999999	72.5	68.24
734726.8333	70.6	71.66	67.43
734726.875	68.2	70.74	66.81
734726.9167	66.4	69.59	66.14
734726.9583	65.7	68.52	65.78
734727	64.58360656	67.63	65.41
734727.0417	63.6	66.84	65.04
734727.0833	63.2	66.12	64.8
734727.125	62.9	65.5	64.75
734727.1667	62.2	65.05	64.43
734727.2083	61.7	64.54	64.11
734727.25	61.9	64.07	63.97
734727.2917	65.10000001	63.64	64.14
734727.3333	69.7	63.41	64.91
734727.375	75.6	63.51	66.52
734727.4167	77.5	63.67	67.79
734727.4583	77.9	64.59	68.9
734727.5	72.2	64.98	69.38
734727.5417	72.10000001	65.59	70.73
734727.5833	76.6	66.18	73.33
734727.625	81	66.75	72.49
734727.6667	78.5	67.21	71.99
734727.7083	78.4	67.79	71.59
734727.75	75.2	68.84	70.02
734727.7917	74.09999999	69.13	68.5
734727.8333	70.6	68.87	67.57
734727.875	69	68.3	66.93
734727.9167	69.6	67.49	66.59
734727.9583	69.7	66.73	66.34
734728	68.70819672	66.18	66.13
734728.0417	69.2	65.78	65.8
734728.0833	68.8	65.55	66.01
734728.125	68.7	65.38	65.78
734728.1667	68.7	65.19	65.51
734728.2083	67.6	65.05	65.38
734728.25	67.4	64.89	65.25
734728.2917	68.50000001	64.73	65.31
734728.3333	72.7	64.65	65.76
734728.375	77.6	64.6	67.33
734728.4167	80.6	64.79	69.58
734728.4583	80.4	65.44	71.67
734728.5	79	66.42	71.96
734728.5417	79.89999999	67.52	71.53
734728.5833	74.9	68.81	70.71
734728.625	75	69.8	74.26
734728.6667	75.5	70.26	72.98
734728.7083	74.1	70.22	71.27
734728.75	73.8	69.86	69.58
734728.7917	71.39999999	69.14	68.45
734728.8333	69.2	68.41	67.51
734728.875	68.1	67.75	66.86
734728.9167	67.4	67.21	66.43
734728.9583	66.1	66.73	66.22
734729	65.3	66.25	65.71
734729.0417	65.3	65.74	65.38
734729.0833	65.6	65.26	65.22
734729.125	62.4	64.94	66.35
734729.1667	63.1	64.36	65.67
734729.2083	63.2	63.99	65.36
734729.25	64	63.66	65.56
734729.2917	65.40000001	63.4	65.33
734729.3333	69.4	63.14	65.43
734729.375	76.3	63.12	66.39
734729.4167	75.30000001	63.37	67.12
734729.4583	77.3	63.8	70.08
734729.5	76.9	64.61	72.22
734729.5417	80.60000001	65.87000001	73.89
734729.5833	83.7	67.52	74.04
734729.625	83.1	69.14	73.73
734729.6667	77.1	70.38	72.22
734729.7083	76	70.88	70.25
734729.75	74.2	70.39	68.76
734729.7917	70.3	69.61	67.55
734729.8333	68.9	68.62	66.76
734729.875	67	67.81	66.07
734729.9167	65.8	67.14	65.51
734729.9583	64.6	66.49	64.96
734730	65.56721312	65.84	66.8
734730.0417	63.6	65.4	66.23
734730.0833	64.2	64.94	65.57
734730.125	63.8	64.6	64.94
734730.1667	62.2	64.26	64.38
734730.2083	61.6	63.92	63.73
734730.25	60.9	63.51	63.43
734730.2917	64.99999999	63.19	63.45
734730.3333	63.1	62.91	63.55
734730.375	63.9	62.77	63.56
734730.4167	64.50000001	62.65	64.38
734730.4583	67.1	62.8	65.13
734730.5	71.5	62.9	67.11
734730.5417	74.49999999	63.4	68.7
734730.5833	70.4	64.23	69.18
734730.625	70.4	64.93	67.47
734730.6667	68.3	65.66	66.25
734730.7083	69	66.07	65.41
734730.75	67.6	66.1	64.77
734730.7917	66.1	65.51	64.1
734730.8333	65.8	64.67	63.56
734730.875	64.2	63.93	63.28
734730.9167	63.6	63.39	62.9
734730.9583	64.9	62.86	62.72
734731	63.89672131	62.44	62.86
734731.0417	63.7	62.24	62.58
734731.0833	62.5	61.95	62.65
734731.125	62.3	61.73	62.5
734731.1667	62	61.5	62.27
734731.2083	62.1	61.29	62.2
734731.25	60.9	61.09	62.26
734731.2917	65.00000002	60.98	62.5
734731.3333	71.4	61.02	63.17
734731.375	72.8	61.06	64.64
734731.4167	76.00000001	61.31	66.81
734731.4583	79.7	61.95	69.33
734731.5	76.8	62.76	71.49
734731.5417	77.70000001	63.78	72.62
734731.5833	81	65.22	73.85
734731.625	76.1	66.67	73.54
734731.6667	76.7	68.17	72.56
734731.7083	75.3	69.74	70.97
734731.75	73.9	70.48	69.35
734731.7917	72.99999999	70.62	67.85
734731.8333	69	69.75	66.44
734731.875	65.9	68.46	65.6
734731.9167	63.6	67.17	64.86
734731.9583	63.8	66.03	64.58
734732	61.10655738	65.16	64.2
734732.0417	61.5	64.45	63.81
734732.0833	60.7	63.77	63.46
734732.125	58.6	63.19	63.22
734732.1667	58.3	62.61	63.03
734732.2083	58.3	62.18	62.69
734732.25	57.8	61.66	62.38
734732.2917	62.80000001	61.12	62.62
734732.3333	67.2	60.83	63.51
734732.375	74.4	60.83	65.18
734732.4167	75.3	61.03	67
734732.4583	74.7	61.71	67.63
734732.5	75.1	62.74	70.11
734732.5417	79.9	64.01	71.61
734732.5833	78.8	65.41	71.57
734732.625	77	66.88	71.74
734732.6667	78.79999999	68.41	71.31
734732.7083	75.5	69.64	69.94
734732.75	75.1	70.16	68.33
734732.7917	72.09999999	70.08	66.98
734732.8333	68.3	69.28	65.76
734732.875	64.7	68.11	65.07
734732.9167	62.9	66.84	64.55
734732.9583	61.7	65.58	64.17
734733	60.89836066	64.53	63.85
734733.0417	60.8	63.64	63.68
734733.0833	59.7	63.01	63.38
734733.125	59.9	62.44	63.23
734733.1667	59.5	61.97	63.05
734733.2083	60.1	61.57	63.24
734733.25	61.4	61.38	63.18
734733.2917	67.90000001	61.22	63.38
734733.3333	71.8	61.15	64.16
734733.375	76.8	61.42	65.43
734733.4167	80.90000001	61.84	67.25
734733.4583	83.8	62.47	69.78
734733.5	79.2	63.44	71.57
734733.5417	82.80000001	64.55	72.95
734733.5833	85.4	65.63	73.49
734733.625	85.6	66.72	73.74
734733.6667	84.29999998	67.63	73.08
734733.7083	77.3	68.41	71.37
734733.75	67.9	68.99	69.64
734733.7917	63	68.95	67.68
734733.8333	62.3	67.96	70.18
734733.875	62.3	66.9	67.94
734733.9167	61.8	65.94	67.37
734733.9583	60.7	65.04	66.45
734734	62.76557377	64.24	65.62
734734.0417	60.7	63.53	65.05
734734.0833	60.3	62.97	64.55
734734.125	59.3	62.41	64.13
734734.1667	59.6	61.92	63.75
734734.2083	60.7	61.39	63.46
734734.25	62.8	61	63.25
734734.2917	65.2	60.67	63.65
734734.3333	66.8	60.6	63.78
734734.375	66.4	60.79	65.4
734734.4167	74.5	60.98	67.83
734734.4583	75.5	61.7	68.92
734734.5	78.5	62.6	70.6
734734.5417	82	63.86	72.73
734734.5833	80.8	65.37	73.74
734734.625	82.6	66.89	73.61
734734.6667	81	67.79	72.43
734734.7083	79.6	68.95	71.35
734734.75	76.9	69.66	69.6
734734.7917	73.19999999	69.39	68.14
734734.8333	69.5	68.63	66.93
734734.875	66.1	67.65	66.18
734734.9167	66	66.6	65.65
734734.9583	65.2	65.68	65.35
734735	64.98688525	64.96	65.04
734735.0417	64.2	64.42	64.82
734735.0833	64.6	63.99	64.61
734735.125	64.6	63.69	64.55
734735.1667	64.9	63.49	64.43
734735.2083	64.7	63.29	64.36
734735.25	65.1	63.13	64.28
734735.2917	65.70000001	62.96	64.29
734735.3333	70	62.83	64.76
734735.375	76.1	62.87	65.85
734735.4167	78.00000001	63.15	68.24
734735.4583	80.4	63.59	71.01
734735.5	77.6	64.44	71.39
734735.5417	75.20000001	65.07	78.75
734735.5833	79.2	66.17	72.24
734735.625	79.4	67.88	71.5
734735.6667	79.99999999	68.53	71.78
734735.7083	74.9	69.22	71.65
734735.75	75.7	69.73	69.9
734735.7917	72.99999999	69.48	68.47
734735.8333	70.6	69.06	67.48
734735.875	68.6	68.41	66.72
734735.9167	67.8	67.49	66.16
734735.9583	67.4	66.6	65.81
734736	66.67377049	65.85	65.47
734736.0417	65.1	65.24	65.13
734736.0833	64.5	64.64	64.81
734736.125	63.6	64.14	64.55
734736.1667	62.3	63.62	64.25
734736.2083	62.5	63.12	64.02
734736.25	62.1	62.6	63.82
734736.2917	65.80000002	62.16	63.91
734736.3333	72.6	61.83	64.76
734736.375	77.6	62.03	65.93
734736.4167	80.29999999	62.36	68.03
734736.4583	76.7	63.17	68.8
734736.5	77.2	63.97	68.83
734736.5417	80.69999999	64.64	69.99
734736.5833	78.5	65.79	70.35
734736.625	79.9	66.29	70.66
734736.6667	81.5	67.09	70.47
734736.7083	81.6	67.69	70.21
734736.75	79.1	68.02	69.06
734736.7917	74.4	68.31	67.8
734736.8333	73.7	67.91	66.93
734736.875	72.4	67.29	66.36
734736.9167	73.2	66.54	65.99
734736.9583	72.4	65.84	65.67
734737	72.60163934	65.23	65.43
734737.0417	72.69999999	64.68	65.25
734737.0833	69.4	64.28	67.88
734737.125	67.7	64.01	67.69
734737.1667	68.29999999	63.79	66.56
734737.2083	66.4	63.61	65.79
734737.25	65.7	63.39	65.37
734737.2917	68.10000002	63.22	65.41
734737.3333	74	63.23	66.27
734737.375	73.8	63.25	67.18
734737.4167	74.10000001	63.59	67.47
734737.4583	76.3	63.95	69.03
734737.5	79.5	64.71	70.98
734737.5417	78.40000001	65.42	72.15
734737.5833	81.5	66.43	72.48
734737.625	75.9	67.33	72.76
734737.6667	76	68.27	71.88
734737.7083	76.9	69.14	70.02
734737.75	73	69.37	67.93
734737.7917	67.79999999	69.08	66.34
734737.8333	64.7	67.9	65.17
734737.875	61.3	66.4	64.35
734737.9167	57.9	65.01	63.77
734737.9583	56.6	63.83	63.22
734738	55.38688525	62.81	62.73
734738.0417	54.6	61.87	62.29
734738.0833	53.6	61.06	61.86
734738.125	52.4	60.33	61.42
734738.1667	51.3	59.67	61.06
734738.2083	51	58.99	60.69
734738.25	50.3	58.32	60.4
734738.2917	51.20000003	57.68	60.25
734738.3333	62.1	57.19	61.01
734738.375	69.4	57.03	62.76
734738.4167	70.3	57.32	64.93
734738.4583	69.1	58.02	67.42
734738.5	70.3	58.88	69.66
734738.5417	72.8	59.86	71.33
734738.5833	73	61.04	71.84
734738.625	74.4	62.44	71.7
734738.6667	73.7	63.64	70.76
734738.7083	72.2	65.38	69.36
734738.75	71	66.46	67.32
734738.7917	66.79999998	66.94	65.7
734738.8333	60.8	66.23	64.36
734738.875	59.1	65.1	63.6
734738.9167	56.8	63.76	62.98
734738.9583	55.5	62.43	62.49
734739	54.19672131	61.24	61.96
734739.0417	54	60.19	61.51
734739.0833	53	59.34	61.14
734739.125	53	58.66	60.84
734739.1667	51.5	58.05	60.61
734739.2083	52.1	57.54	60.32
734739.25	51.9	57.11	60.11
734739.2917	55.10000002	56.7	60.21
734739.3333	62.7	56.46	61.05
734739.375	70.7	56.61	63.05
734739.4167	75.3	57.15	65.62
734739.4583	76.3	58.07	68.5
734739.5	77	59.18	70.59
734739.5417	77.2	60.66	70.69
734739.5833	77.2	62.41	71.55
734739.625	76.3	64	72.8
734739.6667	78.9	65.51	72.19
734739.7083	77.6	67.05	70.59
734739.75	75.8	68.09	68.91
734739.7917	73.4	68.39	67.54
734739.8333	72	67.91	66.36
734739.875	67.6	67.08	65.59
734739.9167	66.00000001	66.12	65.07
734739.9583	70	65.1	64.73
734740	70.59016393	64.15	64.46
734740.0417	70	63.44	64.26
734740.0833	69.6	62.93	63.98
734740.125	69.6	62.5	63.77
734740.1667	65.99999999	62.17	63.54
734740.2083	63.1	61.83	63.34
734740.25	62.9	61.55	63.16
734740.2917	66.90000002	61.22	63.33
734740.3333	73.5	61	64.11
734740.375	78.5	61.1	65.8
734740.4167	83.6	61.24	68.08
734740.4583	85.3	61.96	70.59
734740.5	87.6	63.07	72.23
734740.5417	87.5	64.26	74.14
734740.5833	87.9	65.62	73.21222222
734740.625	85.2	66.73	72.66111111
734740.6667	86.4	67.64	72.11
734740.7083	85.8	68.99	70.81
734740.75	80.7	69.48	69.65
734740.7917	78.29999999	69.61	68.54
734740.8333	76.3	68.9	67.7
734740.875	72.2	68.18	67.04
734740.9167	70.89999999	67.38	66.75
734740.9583	69.1	66.63	66.23
734741	68.50491803	65.86	65.98
734741.0417	68.8	65.27	65.88
734741.0833	69.6	64.85	65.59
734741.125	67.8	64.42	65.41
734741.1667	67.5	64.1	65.17
734741.2083	67	63.78	64.94
734741.25	66.4	63.5	64.72
734741.2917	67.10000001	63.23	64.94
734741.3333	70.5	63.07	65.55
734741.375	78.7	63.17	67.09
734741.4167	77.9	63.3	69.36
734741.4583	79.5	63.93	72.15
734741.5	80.6	65	72.77
734741.5417	81.29999999	66.05	73.91
734741.5833	77.1	67.33	71.63
734741.625	79.3	67.9	69.99
734741.6667	82.39999999	68.24	70.94
734741.7083	80.2	69.11	70.81
734741.75	77	69.36	69.64
734741.7917	75.49999999	69.04	68.7
734741.8333	73.3	68.54	68.01
734741.875	70.7	68.05	71.41
734741.9167	69.9	67.6	70.25
734741.9583	69.6	66.84	69.01
734742	69.88852459	65.96	68.67
734742.0417	69.2	65.82	68.63
734742.0833	68.7	65.51	68.05
734742.125	67.7	64.88	67.48
734742.1667	67.7	64.56	66.96
734742.2083	67.2	64.38	66.61
734742.25	66.1	64.37	66.23
734742.2917	67.10000001	64.41	66.1
734742.3333	69.6	64.44	66.31
734742.375	71.8	64.59	66.72
734742.4167	77.3	64.87	68.5
734742.4583	78.8	65.37	70.08
734742.5	75.4	65.96	69.57
734742.5417	76.3	66.49	69.81
734742.5833	75.5	66.94	69.68
734742.625	75.7	67.24	69.83
734742.6667	74.8	67.33	69.33
734742.7083	75.4	67.21	68.43
734742.75	71.6	67.23	67.64
734742.7917	69.7	66.85	66.6
734742.8333	68.8	66.32	65.59
734742.875	68.5	65.71	64.88
734742.9167	67.8	65.07	64.35
734742.9583	66.4	64.45	63.77
